geometry
POINT (37.39466777942599 55.83305951675276)
POINT (37.71801560532748 55.58716574443157)
POINT (37.75471093213758 55.97657425448637)
POINT (37.79592886464739 55.89746806654946)
POINT (37.54071474576411 55.95168015385192)
POINT (37.41250032611062 55.84023200529244)
POINT (37.47242106180217 55.8153006626201)
POINT (37.57682978264703 55.73669448905321)
POINT (37.4728556734348 56.01979153922293)
POINT (37.6639743238233 55.54903155219689)
POINT (37.85642708884635 55.51885565878538)
POINT (37.83424974988574 55.64733751956338)
POINT (37.74101243015804 55.61688046329026)
POINT (37.52832580244453 55.64038620990183)
POINT (37.42701744314241 55.57188240461953)
POINT (37.37945030031556 55.51237437258829)
POINT (37.84157785188135 55.70076342198124)
POINT (37.7556218529399 55.65814889054831)
POINT (37.91014822535005 55.59091287552629)
POINT (37.60842268346511 55.76607208760706)
POINT (37.31319037545387 55.65388568867979)
POINT (37.40183412027124 55.89658371288959)
POINT (37.68029686340248 55.79021044394062)
POINT (37.7584264637911 55.7325836356593)
POINT (37.47363253664901 55.88375743860846)
POINT (37.56493984985934 55.49315605326835)
POINT (37.41888181129487 55.84721898858276)
POINT (38.02156465751158 55.55971068951067)
POINT (37.58775424356092 55.88545447568957)
POINT (37.66758562322919 55.96906589719377)
POINT (37.7093299227137 55.75981627887662)
POINT (37.83890486825889 55.9355399443629)
POINT (37.86965695273739 55.83627075416692)
POINT (37.66258993326422 55.81044646780281)
POINT (37.7137651138309 55.84773966412802)
POINT (37.65584157728394 55.76299913187599)
POINT (37.90713368359279 55.47978683193821)
POINT (37.69080793618993 55.6414003225682)
POINT (37.76974833470019 55.25326358029599)
POINT (37.72349354687974 55.83749757126513)
POINT (37.80782863695379 55.58270246618002)
POINT (37.58174564366675 55.76795516120007)
POINT (37.86333277532193 55.85689646677981)
POINT (37.59148391646172 55.75539918246302)
POINT (37.82513747766602 55.98006146391395)
POINT (37.68934066167591 55.57434319896785)
POINT (37.50659933562878 56.06800141739188)
POINT (37.7972653633654 55.90367424252558)
POINT (37.91522943617947 55.62789679880386)
POINT (37.95761112209522 55.65995983264352)
POINT (37.45006216177321 55.65279254040507)
POINT (37.67686845821732 55.5276042956197)
POINT (37.5892795183879 55.78226063979123)
POINT (37.49693892218181 55.80500752380256)
POINT (37.58031559055325 55.57925040160102)
POINT (37.6578126577344 55.83873282409758)
POINT (37.61273637542404 55.65991533916444)
POINT (38.02550495597234 55.71596306175854)
POINT (37.36597025244384 55.84347652085395)
POINT (37.45496836257225 55.71792708038602)
POINT (37.56653646091632 55.80623750241998)
POINT (37.63344230521523 55.76795471797751)
POINT (37.50580013937349 55.85835893387596)
POINT (37.64599389935719 55.9388552214675)
POINT (37.50986736515647 55.73916896839646)
POINT (37.70719307909242 55.93974181881881)
POINT (37.61122025551592 55.77982916467731)
POINT (37.50563230324204 55.61539194424233)
POINT (37.46959162188221 55.69160221065804)
POINT (37.27253918243861 55.9774541223155)
POINT (37.51321961209057 55.87285792007643)
POINT (37.47008748709861 55.36110971823921)
POINT (37.59734753563766 55.68585692454129)
POINT (37.64265762025828 55.77813068401271)
POINT (37.79116249787877 56.173569118134)
POINT (37.66742145316844 55.55386951506863)
POINT (37.60760569642134 55.94991184906773)
POINT (37.69105694930273 55.73839273947878)
POINT (37.42554430942532 55.85801899533756)
POINT (37.71954067133567 55.76122045610982)
POINT (37.68744387171121 56.0141002039241)
POINT (37.89125742530712 55.873748825145)
POINT (37.8107021628549 55.94796844825515)
POINT (37.66144110459167 55.85644331698977)
POINT (37.62231710951016 55.93315394954405)
POINT (37.82712421560959 56.03805470739389)
POINT (37.49406493199841 55.78657500659272)
POINT (37.66429215881246 55.93061992773087)
POINT (37.72157593989196 55.75079363703893)
POINT (37.54700519435351 55.69119857541401)
POINT (37.6555961910645 55.43287010627842)
POINT (37.58544039263645 55.7705460299606)
POINT (37.51996739704884 55.6583264794576)
POINT (37.73988779972908 55.41665980257739)
POINT (37.65758634353459 55.75370501299778)
POINT (37.24589785140852 55.64215744150166)
POINT (37.72484233877314 55.60250508462752)
POINT (37.45374182332826 55.64445586336328)
POINT (37.6930921653796 55.84728026426382)
POINT (37.59000552645606 55.70399815529633)
POINT (37.74412652683838 55.85873664494228)
POINT (37.71403500929168 55.96238714916637)
POINT (37.75725767021934 55.52665694618612)
POINT (37.31055181550813 55.93110468289701)
POINT (37.78297196264873 55.48735173377426)
POINT (37.53049085378546 55.884967057098)
POINT (37.51111756476518 55.86097607617903)
POINT (37.47141524619364 55.5727791696578)
POINT (37.39656635033312 55.64972381995567)
POINT (37.73088954129248 55.74961609917731)
